600084.SH,2014,0.0872,-2.3483
600084.SH,2015,0.5575,0.2311
600084.SH,2016,0.0243,-3.6936
600084.SH,2017,0.6010,0.4095
600085.SH,2008,0.6260,0.5151
600085.SH,2009,0.6261,0.5156
600085.SH,2010,0.0390,-3.2046
600085.SH,2011,0.0069,-4.9623
600085.SH,2012,0.2206,-1.2624
600085.SH,2013,0.6167,0.4757
600085.SH,2014,0.5005,0.0020
600085.SH,2015,0.4113,-0.3585
600085.SH,2016,0.1939,-1.4250
600085.SH,2017,0.1120,-2.0701
600086.SH,2008,0.5669,0.2694
600086.SH,2009,0.3908,-0.4439
600086.SH,2010,0.0213,-3.8278
600086.SH,2011,0.0104,-4.5580
600086.SH,2012,0.3876,-0.4575
600086.SH,2013,0.2129,-1.3073
600086.SH,2014,0.1466,-1.7616
600086.SH,2015,0.1425,-1.7943
600086.SH,2016,0.0097,-4.6304
600086.SH,2017,0.0160,-4.1216
600088.SH,2008,0.6801,0.7544
600088.SH,2009,0.6689,0.7031
600088.SH,2010,0.0551,-2.8417
600088.SH,2011,0.0263,-3.6098
600088.SH,2012,0.6773,0.7412
600088.SH,2013,0.5628,0.2524
600088.SH,2014,0.4640,-0.1443
600088.SH,2015,0.6895,0.7979
600088.SH,2016,0.0343,-3.3391
600088.SH,2017,0.4431,-0.2285
600089.SH,2008,0.6076,0.4370
600089.SH,2009,0.3428,-0.6509
600089.SH,2010,0.0088,-4.7212
600089.SH,2011,0.0005,-7.6591
600089.SH,2012,0.7131,0.9104
600089.SH,2013,0.3220,-0.7447
600089.SH,2014,0.4045,-0.3867
600089.SH,2015,0.5106,0.0423
600089.SH,2016,0.0032,-5.7498
600089.SH,2017,0.4481,-0.2084
600090.SH,2008,0.7009,0.8516
600090.SH,2009,0.5532,0.2137
600090.SH,2010,0.0422,-3.1215
600090.SH,2011,0.0388,-3.2107
600090.SH,2012,0.4581,-0.1680
600090.SH,2013,0.3914,-0.4412
600090.SH,2014,0.6462,0.6024
600090.SH,2015,0.4257,-0.2995
600090.SH,2016,0.0279,-3.5500
600090.SH,2017,0.4878,-0.0488
600091.SH,2008,0.7263,0.9761
600091.SH,2009,0.5933,0.3776
600091.SH,2010,0.0010,-6.8624
600091.SH,2011,0.0339,-3.3495
600091.SH,2012,0.2955,-0.8690
600091.SH,2013,0.3208,-0.7503
600091.SH,2014,0.3566,-0.5903
600091.SH,2015,0.4849,-0.0605
600091.SH,2016,0.0919,-2.2910
600091.SH,2017,0.2243,-1.2406
600093.SH,2008,0.6053,0.4278
600093.SH,2009,0.5831,0.3354
600093.SH,2010,0.0086,-4.7436
600093.SH,2011,0.0366,-3.2707
600093.SH,2012,0.2583,-1.0549
600093.SH,2013,0.3443,-0.6441
600093.SH,2014,0.1784,-1.5271
600093.SH,2015,0.5478,0.1917
600093.SH,2016,0.0100,-4.5966
600093.SH,2017,0.2617,-1.0370
600094.SH,2008,0.2305,-1.2054
600094.SH,2011,0.2559,-1.0672
600094.SH,2012,0.2854,-0.9176
600094.SH,2013,0.6376,0.5648
600094.SH,2014,0.0581,-2.7852
600094.SH,2015,0.5232,0.0928
600094.SH,2016,0.0475,-2.9993
600094.SH,2017,0.4002,-0.4046
600095.SH,2008,0.7370,1.0303
600095.SH,2009,0.6185,0.4831
600095.SH,2010,0.0825,-2.4094
600095.SH,2011,0.0569,-2.8083
600095.SH,2012,0.3727,-0.5208
600095.SH,2013,0.3318,-0.6999
600095.SH,2014,0.4757,-0.0971
600095.SH,2015,0.5481,0.1931
600095.SH,2016,0.1134,-2.0566
600095.SH,2017,0.3176,-0.7650
600096.SH,2008,0.0312,-3.4360
600096.SH,2009,0.6305,0.5344
600096.SH,2010,0.0171,-4.0495
600096.SH,2011,0.0264,-3.6077
600096.SH,2012,0.4269,-0.2944
600096.SH,2013,0.4979,-0.0084
600096.SH,2014,0.2105,-1.3221
600096.SH,2015,0.6664,0.6918
600096.SH,2016,0.0116,-4.4490
600096.SH,2017,0.4096,-0.3656
600097.SH,2008,0.3325,-0.6970
600097.SH,2009,0.4410,-0.2373
600097.SH,2010,0.0966,-2.2353
600097.SH,2011,0.0933,-2.2739
600097.SH,2012,0.3477,-0.6290
600097.SH,2013,0.3491,-0.6231
600097.SH,2014,0.3704,-0.5305
600097.SH,2015,0.4313,-0.2767
600097.SH,2016,0.0760,-2.4980
600097.SH,2017,0.2101,-1.3244
600098.SH,2008,0.6717,0.7158
600098.SH,2009,0.3788,-0.4947
600098.SH,2010,0.0776,-2.4754
600098.SH,2011,0.0732,-2.5388
600098.SH,2012,0.3132,-0.7853
600098.SH,2013,0.3978,-0.4147
600098.SH,2014,0.5469,0.1880
600098.SH,2015,0.6683,0.7005
600098.SH,2016,0.0334,-3.3663
600098.SH,2017,0.2264,-1.2286
600099.SH,2008,0.7141,0.9152
600099.SH,2009,0.5038,0.0152
600099.SH,2010,0.0218,-3.8060
600099.SH,2011,0.0366,-3.2718
600099.SH,2012,0.5147,0.0589
600099.SH,2013,0.4052,-0.3841
600099.SH,2014,0.4154,-0.3417
600099.SH,2015,0.2131,-1.3064
600099.SH,2016,0.0296,-3.4910
600099.SH,2017,0.2984,-0.8548
600100.SH,2008,0.7498,1.0977
600100.SH,2009,0.6212,0.4946
600100.SH,2010,0.0691,-2.6003
600100.SH,2011,0.0024,-6.0145
600100.SH,2012,0.6779,0.7441
600100.SH,2013,0.4200,-0.3230
600100.SH,2014,0.2686,-1.0017
600100.SH,2015,0.7130,0.9102
600100.SH,2016,0.0015,-6.4934
600100.SH,2017,0.2411,-1.1466
600101.SH,2008,0.6727,0.7204
600101.SH,2009,0.5290,0.1163
600101.SH,2010,0.0058,-5.1445
600101.SH,2011,0.0093,-4.6643
600101.SH,2012,0.3074,-0.8124
